Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Structural-Stability Problem,300 East 96 Street,Manhattan,11/09/2017 14:33,,40.73135779,-73.99245452
Fire-10-76 (Commercial High Rise Fire),1335 Ave of the Americas,Manhattan,11/12/2017 7:15,,,
Structural-Street Collapse,FDR Drive & East 14th Street,Manhattan,09/28/2017 07:44:57 PM,,40.784994,-73.940913
Utility-Water Main,,Brooklyn,11/11/2017 9:13,,,
Utility-Gas Main Rupture,Fulton Street  & Hoyt Street,Brooklyn,06/05/2019 2:23,,40.690575,-73.985121
Fire-2nd Alarm,328 East 14th Street,Manhattan,05/26/2017 05:47:04 AM,,40.71442154,-74.00607638
Structural-Demolition,350 West 52nd Street,New York,05/30/2019 12:06:51 PM,,40.76422084,-73.98691352
Structural-Collapse,705 Lafayette Ave,Brooklyn,06/04/2019 12:23,,40.69063441,-73.94488659
Structural-Demolition,350 West 52nd Street,New York,05/30/2019 12:06:51 PM,,40.76422084,-73.98691352
Structural-Other,526 Logan Street,Brooklyn,06/06/2019 16:13,,40.6731534,-73.87583541
Fire-3rd Alarm,134-14 Franklin Ave,Queens,06/08/2019 12:42,,40.75366153,-73.82931313
Structural-Demolition,350 West 52nd Street,New York,05/30/2019 12:06:51 PM,,40.76422084,-73.98691352
Fire-3rd Alarm,787 7th Avenue,Manhattan,06/10/2019 14:08,,40.76221277,-73.98240503
Structural-Other,526 Logan Street,Brooklyn,06/06/2019 16:13,,40.6731534,-73.87583541
Structural-Demolition,350 West 52nd Street,New York,05/30/2019 12:06:51 PM,,40.76422084,-73.98691352
Structural-Demolition,350 West 52nd Street,New York,05/30/2019 12:06:51 PM,,40.76422084,-73.98691352
Fire-5th Alarm,2118 Flatbush Avenue,Brooklyn,04/17/2019 06:47:50 AM,,40.61825506,-73.93215403
Fire-5th Alarm,255 Mill Road,Staten Island,05/21/2017 04:28:08 AM,,40.56272021,-74.11140916
Fire-5th Alarm,60 East 9th Street,Manhattan,06/28/2017 06:04:26 PM,,40.73135779,-73.99245452
Structural-Other,156 Erasmus Street,Brooklyn,08/17/2017 11:52:31 AM,,40.64971449,-73.95052136
HazMat-Chemical,,Brooklyn,11/09/2017 18:50,,,
Fire-4th Alarm,1686 clay ave,Bronx,12/17/2017 05:31:57 AM,,40.84387029,-73.90486686
Structural-Stability Problem,300 East 96 Street,Manhattan,11/09/2017 14:33,,40.73135779,-73.99245452
Fire-6th Alarm,565 West 144 Street,Manhattan,11/17/2017 03:35:42 PM,,,
Fire-5th Alarm,2118 Flatbush Avenue,Brooklyn,04/17/2019 06:47:50 AM,,40.61825506,-73.93215403
Fire-6th Alarm,702 44th street,Brooklyn,04/03/2019 17:10,,40.64567499,-74.0022561
Fire-4th Alarm,1488 East 17th Street,Brooklyn,06/13/2019 04:22:10 AM,,40.61386341,-73.95735568
Utility-Gas Service Line,186th street & 73rd Avenue,Brooklyn,06/12/2019 13:28,,40.732542,-73.784799
Fire-3rd Alarm,787 7th Avenue,Manhattan,06/10/2019 14:08,,40.76221277,-73.98240503
Fire-4th Alarm,1488 East 17th Street,Brooklyn,06/13/2019 04:22:10 AM,,40.61386341,-73.95735568
Fire-2nd Alarm,23-49 93rd St,Queens,07/10/2019 16:49,,40.7666107,-73.87691283
Administration-Other,Seagirt Blvd & Beach 9 Street,Queens,11/14/2016 03:53:54 PM,,40.71400364,-73.82998933
Law Enforcement-Other,400 West 59th Street,Manhattan,06/20/2019 12:35:39 PM,,40.76951877,-73.9855539
Fire-1st Alarm,151 West 100 Street,New York,12/23/2016 01:36:49 PM,,40.71442154,-74.00607638
Fire-1st Alarm,Northern Boulevard & 39 Street,Queens,05/10/2017 7:08,,40.71400364,-73.82998933
Fire-3rd Alarm,2828 West 19 Street,Brooklyn,06/17/2019 12:23:48 AM,,40.57797133,-73.98615914
Structural-Sidewalk Collapse,927 Broadway,Manhattan,10/29/2016 12:13:31 PM,11/17/2016 06:06:54 PM,40.71442154,-74.00607638
Administration-Other,188 Street & 75 Avenue,Queens,05/10/2017 13:36,,40.71400364,-73.82998933
Fire-4th Alarm,1516A  Schenectady Avenue,Brooklyn,11/26/2017 02:40:24 AM,,,
Fire-5th Alarm,56-11 94 Street,Queens,04/11/2017 18:35,,40.71400364,-73.82998933
Fire-4th Alarm,1163 Fulton Street,Brooklyn,12/07/2017 5:37,,40.68105021,-73.95517662
Fire-3rd Alarm,144 West  9th Street,Manhattan,12/25/2017 03:44:31 PM,,40.73407739,-73.99909933
Transportation-Train Subway,East 53 Street  & Lexington Avenue,Manhattan,12/27/2017 05:20:16 AM,,,
Fire-3rd Alarm,1163 Fulton Street,Brooklyn,12/07/2017 5:37,,40.68105021,-73.95517662
Fire-4th Alarm,1163 Fulton Street,Brooklyn,12/07/2017 5:37,,40.68105021,-73.95517662
Fire-4th Alarm,3414 Knox Place,Bronx,12/27/2017 04:51:28 AM,,,
Fire-2nd Alarm,109-02 Lefferts Blvd,Queens,06/14/2019 03:43:32 PM,,40.68210091,-73.8221828
Structural-Demolition,350 West 52nd Street,New York,05/30/2019 12:06:51 PM,,40.76422084,-73.98691352
Structural-Demolition,350 West 52nd Street,New York,05/30/2019 12:06:51 PM,,40.76422084,-73.98691352
Medical-Public Health,,Brooklyn,04/30/2020 07:28:49 AM,,,
Aviation-Small Aircraft,New Dorp Lane & Hylan Blvd,Staten Island,05/01/2019 17:59,,40.570515,-74.109843
Structural-Other,315 Avenue C,Manhattan,05/10/2017 12:05,,40.71442154,-74.00607638
Structural-Street Collapse,FDR Drive & East 14th Street,Manhattan,09/28/2017 07:44:57 PM,,40.784994,-73.940913
Fire-4th Alarm,1516A  Schenectady Avenue,Brooklyn,11/26/2017 02:40:24 AM,,,
Fire-1st Alarm,2441 Adam Clayton Powell Boulevard,New York,05/08/2019 2:51,,40.81980589,-73.94026594
Fire-Sensitive Location,60 Norfolk Street,Manhattan,05/14/2017 07:15:30 PM,,40.71442154,-74.00607638
Fire-3rd Alarm,1945 East 14 Street,Brooklyn,12/18/2017 02:27:02 AM,,40.60228059,-73.95796689
Fire-5th Alarm,1486 Watson Avenue,Bronx,10/01/2017 14:50,,40.82577659,-73.88016707
Fire-5th Alarm,1920 Walton Street,Bronx,09/27/2017 06:44:58 AM,,40.85053252,-73.9089195
Fire-2nd Alarm,1318 franklin ave,Bronx,04/09/2018 16:29,,40.83227067,-73.90142593
Fire-3rd Alarm,795 Garden Street,Bronx,12/27/2017 04:14:38 AM,,,
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,01/02/2018 5:49,,40.83944073,-73.86930859
Fire-2nd Alarm,,Queens,01/05/2018 18:54,,,
Fire-3rd Alarm,93-20 211 Street,Queens,04/29/2018 12:17:29 AM,,40.71756078,-73.75035793
Administration-Other,,Brooklyn,10/02/2017 6:18,,,
Utility-Other,,Brooklyn,01/06/2018 2:13,,,
Structural-Stability Problem,3030 Jerome Avenue,Bronx,04/22/2017 01:05:25 AM,,40.87461554,-73.88887047
Fire-3rd Alarm,134-14 Franklin Ave,Queens,06/08/2019 12:42,,40.75366153,-73.82931313
Utility-Water Main,785 St Nicholas Avenue,New York,06/23/2019 02:02:48 PM,,40.82692309,-73.94300423
Law Enforcement-Other,208 west 23rd street,manhattan,06/20/2019 02:29:24 PM,,40.74432688,-73.99628249
Fire-10-77 (Residential High Rise Fire),3080 Park Ave,Bronx,07/10/2019 16:12,,40.82314228,-73.91862361
Fire-4th Alarm,259 Monitor Street,Brooklyn,08/01/2019 0:55,,40.72838802,-73.94309537
Structural-Scaffold,500 Brightwater Court,Brooklyn,06/29/2019 07:23:38 PM,,40.57573453,-73.9620808
Fire-4th Alarm,259 Monitor Street,Brooklyn,08/01/2019 0:55,,40.72838802,-73.94309537
Fire-1st Alarm,151 West 100 Street,New York,12/23/2016 01:36:49 PM,,40.71442154,-74.00607638
Structural-Street Collapse,FDR Drive & East 14th Street,Manhattan,09/28/2017 07:44:57 PM,11/21/2017 11:04:53 AM,40.784994,-73.940913
Fire-3rd Alarm,4769 White Plains Road,Bronx,11/05/2017 16:19,,,
Utility-Water Main,,Brooklyn,01/07/2018 6:02,,,
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,01/02/2018 5:49,,40.83944073,-73.86930859
Fire-3rd Alarm,570 Saint Marys Street,Bronx,01/22/2018 08:20:32 PM,,40.81031978,-73.91491491
Utility-Water Service Line,Anderson Street  & Maryland Avenue,Staten Island,07/09/2019 1:31,,40.612572,-74.06712
HazMat-High Carbon Monoxide,1750 Grand Course,Bronx,05/02/2019 4:39,,40.84970163,-73.91319386
Structural-Collapse,496 Avenue P,Brooklyn,05/06/2019 23:43,,40.60921163,-73.96917757
Structural-Collapse,705 Lafayette Ave,Brooklyn,06/04/2019 12:23,,40.69063441,-73.94488659
Utility-Water Main,Himrod Street & Fairview Avenue,Queens,05/30/2019 07:42:13 PM,,40.70943,-73.9104435
Fire-Manhole,651 West 168 Street,Manhattan,11/27/2017 04:53:34 AM,,,
Fire-2nd Alarm,2250 Aqueduct Avenue,Bronx,11/21/2017 08:50:24 PM,,,
Fire-6th Alarm,565 West 144 Street,Manhattan,11/17/2017 03:35:42 PM,,,
Fire-2nd Alarm,703 Avenue K,Brooklyn,11/27/2017 04:16:20 AM,,,
Fire-4th Alarm,1686 clay ave,Bronx,12/17/2017 05:31:57 AM,,40.84387029,-73.90486686
Fire-6th Alarm,565 West 144 Street,Manhattan,11/17/2017 03:35:42 PM,,,
Fire-3rd Alarm,1945 East 14 Street,Brooklyn,12/18/2017 02:27:02 AM,,40.60228059,-73.95796689
Fire-10-77 (Residential High Rise Fire),508 w 114th st,new york,11/29/2017 11:40:03 PM,,40.7142694,-74.00596993
Utility-Water Main,East 198 Street  & Grand Concourse,Bronx,12/19/2017 08:01:41 AM,,40.870233,-73.891134
Fire-1st Alarm,150-05 Cohancy Street,Queens,11/20/2016 01:03:30 PM,,40.71400364,-73.82998933
Utility-Other,245 East 62,Manhattan,12/20/2017 01:58:26 AM,,,
Fire-1st Alarm,625 8th Avenue,Manhattan,01/24/2018 12:12:36 PM,,40.75631387,-73.99049892
Fire-Haz Mat,20 Lincoln Center Plaza,Manhattan,01/10/2018 13:00,,40.77243199,-73.982823
Fire-3rd Alarm,4769 White Plains Road,Bronx,11/05/2017 16:19,,,
Utility-Other,337 Lenox Road,Brooklyn,01/09/2018 13:38,,40.65426346,-73.94835573
Structural-Life Safety Violations,85 Bowery,Manhattan,01/18/2018 04:19:55 PM,,40.71691558,-73.99561291
Fire-4th Alarm,259 Monitor Street,Brooklyn,08/01/2019 0:55,,40.72838802,-73.94309537
Fire-4th Alarm,1466 Watson Avenue,Bronx,07/12/2019 6:35,,40.82568469,-73.88088613
Fire-10-77 (Residential High Rise Fire),3080 Park Ave,Bronx,07/10/2019 16:12,,40.82314228,-73.91862361
Fire-10-77 (Residential High Rise Fire),3080 Park Ave,Bronx,07/10/2019 16:12,,40.82314228,-73.91862361
Fire-4th Alarm,917 Ogden Avenue (BX),Bronx,07/26/2019 12:00:21 AM,,40.83122914,-73.93037144
Utility-Power Outage,87-84 Parson BLVD,Queens,07/20/2019 04:52:58 PM,,40.70704779,-73.80246859
Law Enforcement-Other,100 centre street,Manhattan,07/15/2019 02:09:22 PM,,40.71615238,-74.00136263
Structural-Partial Collapse,2708 schurz ave,Bronx,07/21/2019 02:58:50 PM,,40.81356435,-73.8218096
Fire-4th Alarm,1875 Carter Avenue,Bronx,07/20/2019 06:27:37 PM,,40.8473755,-73.90193213
Fire-7th Alarm,225 McClellan Street,Bronx,08/05/2019 5:48,,40.83227874,-73.91658338
Fire-10-77 (Residential High Rise Fire),3080 Park Ave,Bronx,07/10/2019 16:12,,40.82314228,-73.91862361
Fire-4th Alarm,1686 clay ave,Bronx,12/17/2017 05:31:57 AM,,40.84387029,-73.90486686
Fire-2nd Alarm,529 56 Street,Brooklyn,01/16/2018 01:06:00 AM,,40.64128004,-74.0130286
Structural-Partial Collapse,2708 schurz ave,bronx,07/21/2019 02:58:50 PM,,40.81356435,-73.8218096
Fire-2nd Alarm,447 Wales Avenue,Bronx,07/26/2017 03:06:44 AM,,40.81028097,-73.90820618
Utility-Electric Feeder Cable,321 East 153rd Street,Bronx,08/02/2019 20:00,,40.819713,-73.91950363
Fire-4th Alarm,1875 Carter Avenue,Bronx,07/20/2019 06:27:37 PM,,40.8473755,-73.90193213
Structural-Demolition,1374 Leland Avenue,Bronx,07/21/2017 06:54:15 AM,,40.83511761,-73.86402592
HazMat-High Carbon Monoxide,211 Jackson Street,Brooklyn,08/03/2019 6:45,,40.71692739,-73.94210198
Structural-Partial Collapse,2708 schurz ave,bronx,07/21/2019 02:58:50 PM,,40.81356435,-73.8218096
Fire-Manhole,East 20 Street  & 3rd Avenue,Manhattan,08/07/2019 22:49,08/08/2019 19:33,40.736952,-73.984509
Fire-6th Alarm,225 McClellan Street,Bronx,08/05/2019 5:48,,40.83227874,-73.91658338
Fire-4th Alarm,808 Freeman Street,Bronx,08/05/2019 4:21,,40.83027456,-73.89789668
Utility-Water Service Line,73 Avenue & 218 Street,Queens,08/08/2019 10:07,,40.74138,-73.7564895
Fire-2nd Alarm,71 Vermilyea Avenue,Manhattan,08/19/2019 11:35:02 AM,,40.86572582,-73.92321583
Structural-Demolition,350 West 52nd Street,New York,05/30/2019 12:06:51 PM,,40.76422084,-73.98691352
Administration-Other,188 Street & 75 Avenue,Queens,05/10/2017 13:36,,40.71400364,-73.82998933
Utility-Water Main,31 MacKay Place,Brooklyn,01/16/2018 07:15:18 AM,,40.63694168,-74.03487119
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,01/02/2018 5:49,,40.83944073,-73.86930859
Fire-6th Alarm,565 West 144 Street,Manhattan,11/17/2017 03:35:42 PM,,40.82561021,-73.95052887
Fire-4th Alarm,1163 Fulton Street,Brooklyn,12/07/2017 5:37,,40.68105021,-73.95517662
Structural-Other,526 Logan Street,Brooklyn,06/06/2019 16:13,,40.6731534,-73.87583541
Fire-3rd Alarm,134-14 Franklin Ave,Queens,06/08/2019 12:42,,40.75366153,-73.82931313
Fire-Sensitive Location,64 Norfolk Street,Manhattan,05/14/2017 07:15:30 PM,,40.71442154,-74.00607638
Fire-Sensitive Location,60 Norfolk Street,Manhattan,05/14/2017 07:15:30 PM,,40.71442154,-74.00607638
Fire-6th Alarm,225 McClellan Street,Bronx,08/05/2019 5:48,,40.83227874,-73.91658338
Fire-2nd Alarm,71 Vermilyea Avenue,Manhattan,08/19/2019 11:35:02 AM,,40.86572582,-73.92321583
Structural-Falling Debris,66 Rockwell Place,Brooklyn,05/18/2017 09:07:04 PM,,40.68809894,-73.97930224
Medical-EMS MCI (Multiple Casualty Incident),7 Avenue & West 42 Street,Manhattan,05/18/2017 12:15:35 PM,05/19/2017 03:14:26 AM,40.71442154,-74.00607638
Fire-2nd Alarm,71 Vermilyea Avenue,Manhattan,08/19/2019 11:35:02 AM,,40.86572582,-73.92321583
Transportation-Car,FDR Drive & East 20th Street,Manhattan,08/29/2019 06:55:02 AM,,40.73257416,-73.97426805
Utility-Water Main,Broadway  & West 63rd Street,manhattan,08/22/2019 02:25:06 PM,,40.771341,-73.9820385
Structural-Street Collapse,FDR Drive & East 14th Street,Manhattan,09/28/2017 07:44:57 PM,,40.784994,-73.940913
Fire-4th Alarm,3414 Knox Place,Bronx,12/27/2017 04:51:28 AM,,40.88157494,-73.88386113
Fire-7th Alarm,775 Riverside Drive,Manhattan,01/08/2018 14:13,,40.83479036,-73.94773494
Structural-Other,103 Featherbed Lane,Bronx,01/12/2018 9:31,,40.8462453,-73.91833785
Law Enforcement-Other,405 East 54 Street,Manhattan,02/12/2018 11:06,,,
Fire-Explosion,4683 Park Avenue c/s E 188th street,Bronx,03/02/2018 1:32,,40.8587629,-73.89277032
Structural-Life Safety Violations,85 Bowery,Manhattan,01/18/2018 04:19:55 PM,,40.71691558,-73.99561291
Structural-Stability Problem,118-18 Union Turnpike,Queens,02/10/2018 16:44,,40.71260969,-73.83408588
Fire-Explosion,820 Friel Place,Brooklyn,09/30/2019 01:33:08 PM,,40.64731067,-73.97189923
Utility-Water Main,OsbornStreet & Pitkin Avenue,Brooklyn,09/02/2019 1:42,,40.669992,-73.9089
Utility-Other,337 Lenox Road,Brooklyn,01/09/2018 13:38,,40.65426346,-73.94835573
Administration-Other,Seagirt Blvd & Beach 9 Street,Queens,11/14/2016 03:53:54 PM,11/19/2016 01:26:07 PM,40.71400364,-73.82998933
Structural-Partial Collapse,87-13 164th Street,Queens,02/05/2018 0:07,,40.70986133,-73.79955435
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,01/02/2018 5:49,,,
Fire-2nd Alarm,6709 11 Avenue,Brooklyn,11/09/2017 7:13,,,
Fire-7th Alarm,775 Riverside Drive,Manhattan,01/08/2018 14:13,,40.83479036,-73.94773494
Fire-Explosion,151 Bay 49 Street,Brooklyn,01/20/2018 08:39:59 AM,,40.5865548,-73.98699971
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,01/02/2018 5:49,,40.83944073,-73.86930859
Structural-Stability Problem,118-18 Union Turnpike,Queens,02/10/2018 16:44,,40.71260969,-73.83408588
Structural-Collapse,705 Lafayette Ave,Brooklyn,06/04/2019 12:23,,40.69063441,-73.94488659
Structural-Stability Problem,118-18 Union Turnpike,Queens,02/10/2018 16:44,,40.71260969,-73.83408588
Utility-Water Main,40-06 74 Street,Queens,01/12/2018 5:55,,40.74650728,-73.89139872
Utility-Water Main,West 157 Street & Broadway,Manhattan,01/24/2018 10:28:51 PM,,40.83408,-73.944972
Fire-7th Alarm,775 Riverside Drive,Manhattan,01/08/2018 14:13,,40.83479036,-73.94773494
Fire-4th Alarm,240 East 194 Street,Bronx,01/30/2018 11:35:10 PM,,40.86511126,-73.89300267
Utility-Water Main,3351 Fenton Ave,Bronx,06/07/2019 15:36,,40.87552206,-73.84771208
Law Enforcement-Suspicious Package,241 East 51 Street,Manhattan,02/20/2018 06:11:08 PM,02/20/2018 09:35:07 PM,40.75580621,-73.96872245
Fire-7th Alarm,110-14 Liberty Avenue,Queens,03/04/2017 23:13,,40.71400364,-73.82998933
Fire-4th Alarm,657 Crotona Park North,Bronx,03/06/2017 18:40,,40.84251557,-73.89461655
Fire-3rd Alarm,60-15 Main Street,Queens,03/12/2017 16:25,,40.71400364,-73.82998933
Fire-3rd Alarm,7 East 84 Street,Manhattan,03/14/2017 03:04:32 AM,,40.71442154,-74.00607638
Fire-3rd Alarm,667 Jefferson Avenue,Brooklyn,03/05/2018 0:49,,40.68547741,-73.93117632
Fire-4th Alarm,2000 2nd Avenue,Manhattan,03/24/2018 01:16:50 AM,,40.78878085,-73.94375789
Fire-5th Alarm,1555 Grand Concourse,Bronx,10/04/2019 20:39,,40.84228477,-73.91246178
Fire-7th Alarm,110-14 Liberty Avenue,Queens,03/04/2017 23:13,,40.71400364,-73.82998933
Utility-Water Service Line,240 Broadway,Staten Island,09/30/2019 03:16:20 AM,,40.6359097,-74.11752372
Fire-Explosion,820 Friel Place,Brooklyn,09/30/2019 01:33:08 PM,,40.64731067,-73.97189923
Fire-Haz Mat,154-22 118 Avenue,Queens,09/04/2019 17:09,,40.68129982,-73.78809838
Fire-2nd Alarm,85 Cooper Street,Brooklyn,10/07/2019 1:25,,40.68589981,-73.90923963
Fire-4th Alarm,240 East 194 Street,Bronx,01/30/2018 11:35:10 PM,,40.86511126,-73.89300267
Fire-Manhole,155 East 38th Street,Manhattan,10/06/2019 1:39,,40.7487144,-73.9772174
Fire-1st Alarm,151 West 100 Street,New York,12/23/2016 01:36:49 PM,,40.71442154,-74.00607638
Fire-Haz Mat,41-12 12 Street,Queens,06/12/2017 13:36,,40.71400364,-73.82998933
Structural-Demolition,169-12 116 Avenue,Queens,03/07/2018 17:27,,40.68773545,-73.77835322
Structural-Street Collapse,East 7th Street & 1st Avenue,Manhattan,03/13/2018 12:36:24 PM,,40.72698,-73.985751
Fire-3rd Alarm,667 Jefferson Avenue,Brooklyn,03/05/2018 0:49,,40.68547741,-73.93117632
Fire-5th Alarm,187-40 Jamaica Ave,Queens,03/16/2018 01:24:26 PM,,40.71019847,-73.77184725
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,03/22/2018 11:11:10 PM,,40.82653751,-73.94317387
Utility-Other,,Brooklyn,03/22/2018 09:10:33 PM,,,
Fire-5th Alarm,773 st nicholas ave,new york,03/22/2018 11:11:10 PM,,40.82653751,-73.94317387
Fire-2nd Alarm,1332 Prospect Place,Brooklyn,03/26/2018 12:11:37 AM,,40.67330751,-73.93240403
Law Enforcement-Haz Mat,1279 E 68th Street,Brooklyn,03/24/2018 01:49:54 AM,,40.62317569,-73.91527957
Fire-Explosion,820 Friel Place,Brooklyn,09/30/2019 01:33:08 PM,,40.64731067,-73.97189923
Fire-3rd Alarm,667 Jefferson Avenue,Brooklyn,03/05/2018 0:49,,40.68547741,-73.93117632
Structural-Demolition,169-12 116 Avenue,Queens,03/07/2018 17:27,,40.68773545,-73.77835322
Structural-Demolition,350 West 52nd Street,New York,05/30/2019 12:06:51 PM,,40.76422084,-73.98691352
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,03/22/2018 11:11:10 PM,,40.82653751,-73.94317387
Structural-Collapse,2383 2nd Avenue,Manhattan,03/27/2018 01:50:31 PM,,40.80101411,-73.93486807
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,03/22/2018 11:11:10 PM,,40.82653751,-73.94317387
Structural-Street Collapse,East 7th Street & 1st Avenue,Manhattan,03/13/2018 12:36:24 PM,,40.72698,-73.985751
HazMat-Other,127-76 Willets Point Boulevard,Queens,10/09/2019 12:42,,40.76038488,-73.84085996
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,03/22/2018 11:11:10 PM,,40.82653751,-73.94317387
Fire-4th Alarm,2000 2nd Avenue,Manhattan,03/24/2018 01:16:50 AM,,40.78878085,-73.94375789
Utility-Water Main,136-17 72 Avenue,Queens,01/16/2017 01:13:38 PM,,40.71400364,-73.82998933
Fire-10-77 (Residential High Rise Fire),1774 3 Avenue,Manhattan,01/16/2017 09:08:12 AM,,40.71442154,-74.00607638
Utility-Steam Service Line,5th Avenue  & 57th Street,Manhattan,01/06/2017 11:44,,,
Fire-2nd Alarm,3269 3rd Avenue,Bronx,03/29/2018 05:20:43 AM,,40.82483715,-73.90843615
Fire-2nd Alarm,667 Jefferson Avenue,Brooklyn,03/05/2018 0:49,,40.68547741,-73.93117632
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,03/22/2018 11:11:10 PM,,40.82653751,-73.94317387
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,03/22/2018 11:11:10 PM,,40.82653751,-73.94317387
Utility-Water Main,4320 5th Avenue,Brooklyn,11/24/2019 06:14:27 AM,,40.648635,-74.006847
Fire-Manhole,155 East 38th Street,Manhattan,10/06/2019 1:39,,40.7487144,-73.9772174
Fire-Collapse,60 Norfolk Street,Manhattan,10/21/2019 10:07:20 AM,,40.71725174,-73.98789548
Utility-Power Outage,3159 Flatbush Avenue,Brooklyn,10/29/2019 08:11:03 PM,,40.58908229,-73.89950293
Utility-Water Main,58-03 Rockaway Beach Boulevard,Queens,11/13/2019 07:44:53 AM,,40.59210479,-73.78824765
Fire-5th Alarm,1486 Watson Avenue,Bronx,10/01/2017 14:50,,40.82577659,-73.88016707
Fire-Residential,5910 Fort Hamilton Parkway,Brooklyn,10/30/2019 02:55:41 PM,,40.63333457,-74.0052267
Fire-4th Alarm,1466 Watson Avenue,Bronx,07/12/2019 6:35,,40.82568469,-73.88088613
HazMat-Other,63-84 Saunders Street,Queens,09/01/2017 6:11,,40.72900746,-73.86213164
Utility-Power Outage,107-10 Shore Front Parkway,Queens,01/21/2017 08:59:38 AM,,40.71400364,-73.82998933
Law Enforcement-Suspicious Package,800 2nd Avenue,Manhattan,10/26/2017 03:17:12 PM,,40.78086948,-73.96769188
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,03/22/2018 11:11:10 PM,,40.82653751,-73.94317387
Fire-4th Alarm,721 5th Avenue,Manhattan,04/07/2018 18:04,,40.76257248,-73.97420438
Structural-Street Collapse,FDR Drive & East 14th Street,Manhattan,09/28/2017 07:44:57 PM,,40.784994,-73.940913
Structural-Street Collapse,FDR Drive & East 14th Street,Manhattan,09/28/2017 07:44:57 PM,,40.784994,-73.940913
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,03/22/2018 11:11:10 PM,,40.82653751,-73.94317387
Fire-Manhole,155 East 38th Street,Manhattan,10/06/2019 1:39,,40.7487144,-73.9772174
Transportation-Other,Lily Pond Avenue  & Narrows Road South,Staten Island,10/25/2019 04:06:37 AM,,40.601187,-74.0650815
Structural-Other,,Brooklyn,10/16/2019 09:09:40 PM,,,
Structural-Sidewalk Shed,50 East Fordham Road,Bronx,10/17/2019 12:20:18 AM,,40.862259,-73.9001925
Utility-Water Main,85-08 215th Street,Queens,06/21/2019 10:16:48 AM,,40.73026852,-73.75439292
Utility-Other,66 beaver street,manhattan,06/16/2019 07:25:04 AM,,40.70515411,-74.00957934
Fire-3rd Alarm,787 7th Avenue,Manhattan,06/10/2019 14:08,,40.76221277,-73.98240503
